Wavelength(nm)	Transmittance_Experimental(%)	Transmittance_Fit(%)	Refractive_index	Extintion_coefficient
930	93.4499	93.3799	1.45414	0
931	93.4502	93.38	1.45413	0
932	93.4505	93.3801	1.45412	0
933	93.4508	93.3802	1.45412	0
934	93.4511	93.3803	1.45411	0
935	93.4514	93.3804	1.4541	0
936	93.4517	93.3805	1.45409	0
937	93.4521	93.3806	1.45408	0
938	93.4524	93.3807	1.45407	0
939	93.4527	93.3808	1.45407	0
940	93.453	93.3809	1.45406	0
941	93.4533	93.381	1.45405	0
942	93.4536	93.3811	1.45404	0
943	93.4539	93.3812	1.45403	0
944	93.4542	93.3813	1.45403	0
945	93.4545	93.3815	1.45402	0
946	93.4548	93.3816	1.45401	0
947	93.4551	93.3817	1.454	0
948	93.4554	93.3818	1.45399	0
949	93.4557	93.3819	1.45399	0
950	93.456	93.3821	1.45398	0
951	93.4564	93.3822	1.45397	0
952	93.4566	93.3823	1.45396	0
953	93.457	93.3825	1.45396	0
954	93.4573	93.3826	1.45395	0
955	93.4576	93.3828	1.45394	0
956	93.4579	93.3829	1.45393	0
957	93.4582	93.383	1.45392	0
958	93.4585	93.3832	1.45392	0
959	93.4588	93.3833	1.45391	0
960	93.4591	93.3835	1.4539	0
961	93.4594	93.3836	1.45389	0
962	93.4597	93.3838	1.45389	0
963	93.46	93.3839	1.45388	0
964	93.4603	93.3841	1.45387	0
965	93.4606	93.3843	1.45386	0
966	93.4609	93.3844	1.45386	0
967	93.4612	93.3846	1.45385	0
968	93.4615	93.3848	1.45384	0
969	93.4618	93.3849	1.45383	0
970	93.4621	93.3851	1.45383	0
971	93.4624	93.3853	1.45382	0
972	93.4626	93.3854	1.45381	0
973	93.463	93.3856	1.45381	0
974	93.4633	93.3858	1.4538	0
975	93.4635	93.386	1.45379	0
976	93.4638	93.3861	1.45378	0
977	93.4641	93.3863	1.45378	0
978	93.4644	93.3865	1.45377	0
979	93.4647	93.3867	1.45376	0
980	93.465	93.3869	1.45376	0
981	93.4653	93.3871	1.45375	0
982	93.4656	93.3873	1.45374	0
983	93.4659	93.3875	1.45373	0
984	93.4662	93.3877	1.45373	0
985	93.4665	93.3879	1.45372	0
986	93.4668	93.3881	1.45371	0
987	93.4671	93.3883	1.45371	0
988	93.4674	93.3885	1.4537	0
989	93.4677	93.3887	1.45369	0
990	93.4679	93.3889	1.45369	0
991	93.4682	93.3891	1.45368	0
992	93.4685	93.3893	1.45367	0
993	93.4688	93.3895	1.45366	0
994	93.4691	93.3897	1.45366	0
995	93.4694	93.3899	1.45365	0
996	93.4697	93.3901	1.45364	0
997	93.47	93.3903	1.45364	0
998	93.4703	93.3906	1.45363	0
999	93.4706	93.3908	1.45362	0
1000	93.4708	93.391	1.45362	0
1001	93.4711	93.3912	1.45361	0
1002	93.4714	93.3914	1.4536	0
1003	93.4717	93.3917	1.4536	0
1004	93.472	93.3919	1.45359	0
1005	93.4723	93.3921	1.45358	0
1006	93.4726	93.3924	1.45358	0
1007	93.4728	93.3926	1.45357	0
1008	93.4731	93.3928	1.45356	0
1009	93.4734	93.3931	1.45356	0
1010	93.4737	93.3933	1.45355	0
1011	93.474	93.3935	1.45354	0
1012	93.4743	93.3938	1.45354	0
1013	93.4746	93.394	1.45353	0
1014	93.4749	93.3942	1.45353	0
1015	93.4751	93.3945	1.45352	0
1016	93.4754	93.3947	1.45351	0
1017	93.4757	93.395	1.45351	0
1018	93.476	93.3952	1.4535	0
1019	93.4763	93.3955	1.45349	0
1020	93.4766	93.3957	1.45349	0
1021	93.4768	93.396	1.45348	0
1022	93.4771	93.3962	1.45347	0
1023	93.4774	93.3964	1.45347	0
1024	93.4777	93.3967	1.45346	0
1025	93.478	93.397	1.45346	0
1026	93.4783	93.3972	1.45345	0
1027	93.4785	93.3975	1.45344	0
1028	93.4788	93.3977	1.45344	0
1029	93.4791	93.398	1.45343	0
1030	93.4794	93.3982	1.45342	0
1031	93.4797	93.3985	1.45342	0
1032	93.4799	93.3987	1.45341	0
1033	93.4802	93.399	1.45341	0
1034	93.4805	93.3993	1.4534	0
1035	93.4808	93.3995	1.45339	0
1036	93.4811	93.3998	1.45339	0
1037	93.4813	93.4001	1.45338	0
1038	93.4816	93.4003	1.45338	0
1039	93.4819	93.4006	1.45337	0
1040	93.4822	93.4009	1.45336	0
1041	93.4825	93.4011	1.45336	0
1042	93.4827	93.4014	1.45335	0
1043	93.483	93.4017	1.45335	0
1044	93.4833	93.4019	1.45334	0
1045	93.4836	93.4022	1.45334	0
1046	93.4838	93.4025	1.45333	0
1047	93.4841	93.4027	1.45332	0
1048	93.4844	93.403	1.45332	0
1049	93.4847	93.4033	1.45331	0
1050	93.4849	93.4036	1.45331	0
1051	93.4852	93.4038	1.4533	0
1052	93.4855	93.4041	1.45329	0
1053	93.4858	93.4044	1.45329	0
1054	93.4861	93.4047	1.45328	0
1055	93.4863	93.4049	1.45328	0
1056	93.4866	93.4052	1.45327	0
1057	93.4869	93.4055	1.45327	0
1058	93.4872	93.4058	1.45326	0
1059	93.4874	93.4061	1.45325	0
1060	93.4877	93.4063	1.45325	0
1061	93.488	93.4066	1.45324	0
1062	93.4883	93.4069	1.45324	0
1063	93.4885	93.4072	1.45323	0
1064	93.4888	93.4075	1.45323	0
1065	93.4891	93.4077	1.45322	0
1066	93.4894	93.408	1.45322	0
1067	93.4896	93.4083	1.45321	0
1068	93.4899	93.4086	1.4532	0
1069	93.4902	93.4089	1.4532	0
1070	93.4904	93.4092	1.45319	0
1071	93.4907	93.4094	1.45319	0
1072	93.491	93.4097	1.45318	0
1073	93.4913	93.41	1.45318	0
1074	93.4915	93.4103	1.45317	0
1075	93.4918	93.4106	1.45317	0
1076	93.4921	93.4109	1.45316	0
1077	93.4924	93.4112	1.45316	0
1078	93.4926	93.4115	1.45315	0
1079	93.4929	93.4117	1.45315	0
1080	93.4932	93.412	1.45314	0
1081	93.4934	93.4123	1.45313	0
1082	93.4937	93.4126	1.45313	0
1083	93.494	93.4129	1.45312	0
1084	93.4943	93.4132	1.45312	0
1085	93.4945	93.4135	1.45311	0
1086	93.4948	93.4138	1.45311	0
1087	93.4951	93.414	1.4531	0
1088	93.4953	93.4143	1.4531	0
1089	93.4956	93.4146	1.45309	0
1090	93.4959	93.4149	1.45309	0
1091	93.4962	93.4152	1.45308	0
1092	93.4964	93.4155	1.45308	0
1093	93.4967	93.4158	1.45307	0
1094	93.497	93.4161	1.45307	0
1095	93.4972	93.4164	1.45306	0
1096	93.4975	93.4167	1.45306	0
1097	93.4978	93.4169	1.45305	0
1098	93.498	93.4172	1.45305	0
1099	93.4983	93.4175	1.45304	0
1100	93.4986	93.4178	1.45304	0
1101	93.4988	93.4181	1.45303	0
1102	93.4991	93.4184	1.45303	0
1103	93.4994	93.4187	1.45302	0
1104	93.4997	93.419	1.45302	0
1105	93.4999	93.4193	1.45301	0
1106	93.5002	93.4196	1.45301	0
1107	93.5005	93.4198	1.453	0
1108	93.5007	93.4201	1.453	0
1109	93.501	93.4204	1.45299	0
1110	93.5012	93.4207	1.45299	0
1111	93.5015	93.421	1.45298	0
1112	93.5018	93.4213	1.45298	0
1113	93.502	93.4216	1.45297	0
1114	93.5023	93.4219	1.45297	0
1115	93.5026	93.4222	1.45296	0
1116	93.5028	93.4224	1.45296	0
1117	93.5031	93.4227	1.45295	0
1118	93.5034	93.423	1.45295	0
1119	93.5036	93.4233	1.45294	0
1120	93.5039	93.4236	1.45294	0
1121	93.5042	93.4239	1.45293	0
1122	93.5045	93.4242	1.45293	0
1123	93.5047	93.4245	1.45293	0
1124	93.505	93.4247	1.45292	0
1125	93.5053	93.425	1.45292	0
1126	93.5055	93.4253	1.45291	0
1127	93.5058	93.4256	1.45291	0
1128	93.5061	93.4259	1.4529	0
1129	93.5063	93.4262	1.4529	0
1130	93.5066	93.4265	1.45289	0
1131	93.5075	93.4267	1.45289	0
1132	93.5077	93.427	1.45288	0
1133	93.508	93.4273	1.45288	0
1134	93.5083	93.4276	1.45287	0
1135	93.5085	93.4279	1.45287	0
1136	93.5088	93.4282	1.45286	0
1137	93.5091	93.4284	1.45286	0
1138	93.5093	93.4287	1.45286	0
1139	93.5096	93.429	1.45285	0
1140	93.5098	93.4293	1.45285	0
1141	93.5101	93.4296	1.45284	0
1142	93.5104	93.4299	1.45284	0
1143	93.5106	93.4301	1.45283	0
1144	93.5109	93.4304	1.45283	0
1145	93.5112	93.4307	1.45282	0
1146	93.5114	93.431	1.45282	0
1147	93.5117	93.4313	1.45282	0
1148	93.5119	93.4315	1.45281	0
1149	93.5122	93.4318	1.45281	0
1150	93.5125	93.4321	1.4528	0
1151	93.5127	93.4324	1.4528	0
1152	93.513	93.4326	1.45279	0
1153	93.5133	93.4329	1.45279	0
1154	93.5135	93.4332	1.45278	0
1155	93.5138	93.4335	1.45278	0
1156	93.514	93.4337	1.45278	0
1157	93.5143	93.434	1.45277	0
1158	93.5146	93.4343	1.45277	0
1159	93.5148	93.4346	1.45276	0
1160	93.5151	93.4348	1.45276	0
1161	93.5153	93.4351	1.45275	0
1162	93.5156	93.4354	1.45275	0
1163	93.5159	93.4356	1.45275	0
1164	93.5161	93.4359	1.45274	0
1165	93.5164	93.4362	1.45274	0
1166	93.5167	93.4365	1.45273	0
1167	93.5169	93.4367	1.45273	0
1168	93.5172	93.437	1.45273	0
1169	93.5174	93.4373	1.45272	0
1170	93.5177	93.4375	1.45272	0
1171	93.518	93.4378	1.45271	0
1172	93.5182	93.4381	1.45271	0
1173	93.5185	93.4383	1.4527	0
1174	93.5187	93.4386	1.4527	0
1175	93.519	93.4388	1.4527	0
1176	93.5193	93.4391	1.45269	0
1177	93.5195	93.4394	1.45269	0
1178	93.5198	93.4396	1.45268	0
1179	93.52	93.4399	1.45268	0
1180	93.5203	93.4402	1.45268	0
1181	93.5206	93.4404	1.45267	0
1182	93.5208	93.4407	1.45267	0
1183	93.5211	93.4409	1.45266	0
1184	93.5213	93.4412	1.45266	0
1185	93.5216	93.4414	1.45266	0
1186	93.5219	93.4417	1.45265	0
1187	93.5221	93.442	1.45265	0
1188	93.5224	93.4422	1.45264	0
1189	93.5226	93.4425	1.45264	0
1190	93.5229	93.4427	1.45264	0
1191	93.5232	93.443	1.45263	0
1192	93.5234	93.4432	1.45263	0
1193	93.5237	93.4435	1.45262	0
1194	93.5239	93.4437	1.45262	0
1195	93.5242	93.444	1.45262	0
1196	93.5245	93.4442	1.45261	0
1197	93.5247	93.4445	1.45261	0
1198	93.525	93.4447	1.4526	0
1199	93.5252	93.445	1.4526	0
1200	93.5255	93.4452	1.4526	0
1201	93.5258	93.4455	1.45259	0
1202	93.526	93.4457	1.45259	0
1203	93.5263	93.446	1.45259	0
1204	93.5265	93.4462	1.45258	0
1205	93.5268	93.4464	1.45258	0
1206	93.5271	93.4467	1.45257	0
1207	93.5273	93.4469	1.45257	0
1208	93.5276	93.4472	1.45257	0
1209	93.5278	93.4474	1.45256	0
1210	93.5281	93.4476	1.45256	0
1211	93.5284	93.4479	1.45255	0
1212	93.5286	93.4481	1.45255	0
1213	93.5289	93.4484	1.45255	0
1214	93.5291	93.4486	1.45254	0
1215	93.5294	93.4488	1.45254	0
1216	93.5296	93.4491	1.45254	0
1217	93.5299	93.4493	1.45253	0
1218	93.5302	93.4495	1.45253	0
1219	93.5304	93.4498	1.45253	0
1220	93.5307	93.45	1.45252	0
1221	93.5309	93.4502	1.45252	0
1222	93.5312	93.4504	1.45251	0
1223	93.5315	93.4507	1.45251	0
1224	93.5317	93.4509	1.45251	0
1225	93.532	93.4511	1.4525	0
1226	93.5322	93.4514	1.4525	0
1227	93.5325	93.4516	1.4525	0
1228	93.5327	93.4518	1.45249	0
1229	93.533	93.452	1.45249	0
1230	93.5333	93.4522	1.45249	0
1231	93.5335	93.4525	1.45248	0
1232	93.5338	93.4527	1.45248	0
1233	93.534	93.4529	1.45247	0
1234	93.5343	93.4531	1.45247	0
1235	93.5345	93.4533	1.45247	0
1236	93.5348	93.4536	1.45246	0
1237	93.5351	93.4538	1.45246	0
1238	93.5353	93.454	1.45246	0
1239	93.5356	93.4542	1.45245	0
1240	93.5358	93.4544	1.45245	0
1241	93.5361	93.4546	1.45245	0
1242	93.5363	93.4549	1.45244	0
1243	93.5366	93.4551	1.45244	0
1244	93.5369	93.4553	1.45244	0
1245	93.5371	93.4555	1.45243	0
1246	93.5374	93.4557	1.45243	0
1247	93.5376	93.4559	1.45243	0
1248	93.5379	93.4561	1.45242	0
1249	93.5382	93.4563	1.45242	0
1250	93.5384	93.4565	1.45242	0
1251	93.5387	93.4567	1.45241	0
1252	93.5389	93.4569	1.45241	0
1253	93.5392	93.4571	1.45241	0
1254	93.5394	93.4573	1.4524	0
1255	93.5397	93.4575	1.4524	0
1256	93.54	93.4577	1.4524	0
1257	93.5402	93.4579	1.45239	0
1258	93.5405	93.4581	1.45239	0
1259	93.5407	93.4583	1.45238	0
1260	93.541	93.4585	1.45238	0
1261	93.5412	93.4587	1.45238	0
1262	93.5415	93.4589	1.45237	0
1263	93.5418	93.4591	1.45237	0
1264	93.542	93.4593	1.45237	0
1265	93.5423	93.4595	1.45237	0
1266	93.5425	93.4597	1.45236	0
1267	93.5428	93.4599	1.45236	0
1268	93.543	93.4601	1.45236	0
1269	93.5433	93.4603	1.45235	0
1270	93.5436	93.4605	1.45235	0
1271	93.5438	93.4606	1.45235	0
1272	93.5441	93.4608	1.45234	0
1273	93.5443	93.461	1.45234	0
1274	93.5446	93.4612	1.45234	0
1275	93.5448	93.4614	1.45233	0
1276	93.5451	93.4616	1.45233	0
1277	93.5454	93.4618	1.45233	0
1278	93.5456	93.4619	1.45232	0
1279	93.5459	93.4621	1.45232	0
1280	93.5461	93.4623	1.45232	0
1281	93.5464	93.4625	1.45231	0
1282	93.5467	93.4627	1.45231	0
1283	93.5469	93.4628	1.45231	0
1284	93.5472	93.463	1.4523	0
1285	93.5474	93.4632	1.4523	0
1286	93.5477	93.4634	1.4523	0
1287	93.5479	93.4635	1.45229	0
1288	93.5482	93.4637	1.45229	0
1289	93.5485	93.4639	1.45229	0
1290	93.5487	93.464	1.45229	0
1291	93.549	93.4642	1.45228	0
1292	93.5492	93.4644	1.45228	0
1293	93.5495	93.4646	1.45228	0
1294	93.5497	93.4647	1.45227	0
1295	93.55	93.4649	1.45227	0
1296	93.5503	93.4651	1.45227	0
1297	93.5505	93.4652	1.45226	0
1298	93.5508	93.4654	1.45226	0
1299	93.551	93.4655	1.45226	0
1300	93.5513	93.4657	1.45225	0
1301	93.5515	93.4659	1.45225	0
1302	93.5518	93.466	1.45225	0
1303	93.5521	93.4662	1.45225	0
1304	93.5523	93.4664	1.45224	0
1305	93.5526	93.4665	1.45224	0
1306	93.5528	93.4667	1.45224	0
1307	93.5531	93.4668	1.45223	0
1308	93.5533	93.467	1.45223	0
1309	93.5536	93.4671	1.45223	0
1310	93.5539	93.4673	1.45222	0
1311	93.5541	93.4674	1.45222	0
1312	93.5544	93.4676	1.45222	0
1313	93.5546	93.4677	1.45222	0
1314	93.5549	93.4679	1.45221	0
1315	93.5551	93.468	1.45221	0
1316	93.5554	93.4682	1.45221	0
1317	93.5557	93.4683	1.4522	0
1318	93.5559	93.4685	1.4522	0
1319	93.5562	93.4686	1.4522	0
1320	93.5564	93.4688	1.4522	0
1321	93.5567	93.4689	1.45219	0
1322	93.557	93.4691	1.45219	0
1323	93.5572	93.4692	1.45219	0
1324	93.5575	93.4694	1.45218	0
1325	93.5577	93.4695	1.45218	0
1326	93.558	93.4696	1.45218	0
1327	93.5582	93.4698	1.45218	0
1328	93.5585	93.4699	1.45217	0
1329	93.5588	93.4701	1.45217	0
1330	93.559	93.4702	1.45217	0
1331	93.5593	93.4703	1.45216	0
1332	93.5595	93.4705	1.45216	0
1333	93.5598	93.4706	1.45216	0
1334	93.5601	93.4707	1.45216	0
1335	93.5603	93.4709	1.45215	0
1336	93.5606	93.471	1.45215	0
1337	93.5608	93.4711	1.45215	0
1338	93.5611	93.4713	1.45214	0
1339	93.5613	93.4714	1.45214	0
1340	93.5616	93.4715	1.45214	0
1341	93.5619	93.4716	1.45214	0
1342	93.5621	93.4718	1.45213	0
1343	93.5624	93.4719	1.45213	0
1344	93.5626	93.472	1.45213	0
1345	93.5629	93.4721	1.45213	0
1346	93.5631	93.4723	1.45212	0
1347	93.5634	93.4724	1.45212	0
1348	93.5637	93.4725	1.45212	0
1349	93.5639	93.4726	1.45211	0
1350	93.5381	93.4728	1.45211	0
1351	93.5376	93.4729	1.45211	0
1352	93.5333	93.473	1.45211	0
1353	93.5382	93.4731	1.4521	0
1354	93.4957	93.4732	1.4521	0
1355	93.4962	93.4734	1.4521	0
1356	93.456	93.4735	1.4521	0
1357	93.3873	93.4736	1.45209	0
1358	93.3446	93.4737	1.45209	0
1359	93.2952	93.4738	1.45209	0
1360	93.3273	93.4739	1.45208	0
1361	93.2425	93.474	1.45208	0
1362	93.1583	93.4741	1.45208	0
1363	93.0911	93.4743	1.45208	0
1364	92.9936	93.4744	1.45207	0
1365	92.8568	93.4745	1.45207	0
1366	92.7257	93.4746	1.45207	0
1367	92.5358	93.4747	1.45207	0
1368	92.3058	93.4748	1.45206	0
1369	91.9378	93.4749	1.45206	0
1370	91.5234	93.475	1.45206	0
1371	90.9556	93.4751	1.45206	0
1372	90.2426	93.4752	1.45205	0
1373	89.4135	93.4753	1.45205	0
1374	88.4625	93.4754	1.45205	0
1375	87.5349	93.4755	1.45205	0
1376	86.4902	93.4756	1.45204	0
1377	85.5521	93.4757	1.45204	0
1378	84.6921	93.4758	1.45204	0
1379	83.8979	93.4759	1.45204	0
1380	83.4033	93.476	1.45203	0
1381	83.1645	93.4761	1.45203	0
1382	82.8801	93.4762	1.45203	0
1383	82.7628	93.4763	1.45203	0
1384	82.794	93.4764	1.45202	0
1385	82.9541	93.4765	1.45202	0
1386	83.2393	93.4766	1.45202	0
1387	83.6181	93.4767	1.45202	0
1388	84.0067	93.4768	1.45201	0
1389	84.3896	93.4769	1.45201	0
1390	84.8188	93.477	1.45201	0
1391	85.2608	93.477	1.45201	0
1392	85.7811	93.4771	1.452	0
1393	86.2242	93.4772	1.452	0
1394	86.7115	93.4773	1.452	0
1395	87.2559	93.4774	1.452	0
1396	87.538	93.4775	1.45199	0
1397	87.9956	93.4776	1.45199	0
1398	88.3363	93.4777	1.45199	0
1399	88.7237	93.4777	1.45199	0
1400	89.2172	93.4778	1.45198	0
1401	89.3998	93.4779	1.45198	0
1402	89.7364	93.478	1.45198	0
1403	89.9681	93.4781	1.45198	0
1404	90.2826	93.4781	1.45197	0
1405	90.5486	93.4782	1.45197	0
1406	90.7526	93.4783	1.45197	0
1407	90.9612	93.4784	1.45197	0
1408	91.1813	93.4785	1.45196	0
1409	91.3643	93.4785	1.45196	0
1410	91.5121	93.4786	1.45196	0
1411	91.6932	93.4787	1.45196	0
1412	91.8429	93.4788	1.45195	0
1413	91.9894	93.4788	1.45195	0
1414	92.129	93.4789	1.45195	0
1415	92.2414	93.479	1.45195	0
1416	92.3278	93.4791	1.45195	0
1417	92.4424	93.4791	1.45194	0
1418	92.5624	93.4792	1.45194	0
1419	92.6382	93.4793	1.45194	0
1420	92.7051	93.4793	1.45194	0
1421	92.8077	93.4794	1.45193	0
1422	92.8932	93.4795	1.45193	0
1423	92.9771	93.4795	1.45193	0
1424	93.0525	93.4796	1.45193	0
1425	93.1113	93.4797	1.45192	0
1426	93.1897	93.4797	1.45192	0
1427	93.2345	93.4798	1.45192	0
1428	93.2875	93.4799	1.45192	0
1429	93.3408	93.4799	1.45192	0
1430	93.3857	93.48	1.45191	0
1431	93.4511	93.4801	1.45191	0
1432	93.5163	93.4801	1.45191	0
1433	93.5692	93.4802	1.45191	0
1434	93.5861	93.4802	1.4519	0
1435	93.5863	93.4803	1.4519	0
1436	93.5866	93.4804	1.4519	0
1437	93.5869	93.4804	1.4519	0
1438	93.5871	93.4805	1.4519	0
1439	93.5874	93.4805	1.45189	0
1440	93.5876	93.4806	1.45189	0
1441	93.5879	93.4807	1.45189	0
1442	93.5882	93.4807	1.45189	0
1443	93.5884	93.4808	1.45188	0
1444	93.5887	93.4808	1.45188	0
1445	93.589	93.4809	1.45188	0
1446	93.5892	93.4809	1.45188	0
1447	93.5895	93.481	1.45188	0
1448	93.5898	93.481	1.45187	0
1449	93.59	93.4811	1.45187	0
1450	93.5903	93.4811	1.45187	0
1451	93.5905	93.4812	1.45187	0
1452	93.5908	93.4812	1.45186	0
1453	93.5911	93.4813	1.45186	0
1454	93.5913	93.4813	1.45186	0
1455	93.5916	93.4814	1.45186	0
1456	93.5919	93.4814	1.45186	0
1457	93.5921	93.4815	1.45185	0
1458	93.5924	93.4815	1.45185	0
1459	93.5927	93.4816	1.45185	0
1460	93.5929	93.4816	1.45185	0
1461	93.5932	93.4817	1.45185	0
1462	93.5935	93.4817	1.45184	0
1463	93.5937	93.4817	1.45184	0
1464	93.594	93.4818	1.45184	0
1465	93.5943	93.4818	1.45184	0
1466	93.5945	93.4819	1.45183	0
1467	93.5948	93.4819	1.45183	0
1468	93.5951	93.4819	1.45183	0
1469	93.5953	93.482	1.45183	0
1470	93.5956	93.482	1.45183	0
1471	93.5958	93.4821	1.45182	0
1472	93.5961	93.4821	1.45182	0
1473	93.5964	93.4821	1.45182	0
1474	93.5966	93.4822	1.45182	0
1475	93.5969	93.4822	1.45182	0
1476	93.5972	93.4823	1.45181	0
1477	93.5974	93.4823	1.45181	0
1478	93.5977	93.4823	1.45181	0
1479	93.598	93.4824	1.45181	0
1480	93.5982	93.4824	1.45181	0
1481	93.5985	93.4824	1.4518	0
1482	93.5988	93.4825	1.4518	0
1483	93.599	93.4825	1.4518	0
1484	93.5993	93.4825	1.4518	0
1485	93.5996	93.4826	1.4518	0
1486	93.5998	93.4826	1.45179	0
1487	93.6001	93.4826	1.45179	0
1488	93.6004	93.4827	1.45179	0
1489	93.6006	93.4827	1.45179	0
1490	93.6009	93.4827	1.45179	0
1491	93.6012	93.4827	1.45178	0
1492	93.6014	93.4828	1.45178	0
1493	93.6017	93.4828	1.45178	0
1494	93.602	93.4828	1.45178	0
1495	93.6022	93.4828	1.45178	0
1496	93.6025	93.4829	1.45177	0
1497	93.6028	93.4829	1.45177	0
1498	93.603	93.4829	1.45177	0
1499	93.6033	93.483	1.45177	0
1500	93.6036	93.483	1.45177	0
1501	93.6038	93.483	1.45176	0
1502	93.6041	93.483	1.45176	0
1503	93.6044	93.483	1.45176	0
1504	93.6046	93.4831	1.45176	0
1505	93.6049	93.4831	1.45176	0
1506	93.6052	93.4831	1.45175	0
1507	93.6055	93.4831	1.45175	0
1508	93.6057	93.4832	1.45175	0
1509	93.606	93.4832	1.45175	0
1510	93.6063	93.4832	1.45175	0
1511	93.6065	93.4832	1.45174	0
1512	93.6068	93.4832	1.45174	0
1513	93.6071	93.4832	1.45174	0
1514	93.6073	93.4833	1.45174	0
1515	93.6076	93.4833	1.45174	0
1516	93.6079	93.4833	1.45173	0
1517	93.6081	93.4833	1.45173	0
1518	93.6084	93.4833	1.45173	0
1519	93.6087	93.4833	1.45173	0
1520	93.6089	93.4834	1.45173	0
1521	93.6092	93.4834	1.45172	0
1522	93.6095	93.4834	1.45172	0
1523	93.6098	93.4834	1.45172	0
1524	93.61	93.4834	1.45172	0
1525	93.6103	93.4834	1.45172	0
1526	93.6106	93.4834	1.45172	0
1527	93.6108	93.4835	1.45171	0
1528	93.6111	93.4835	1.45171	0
1529	93.6114	93.4835	1.45171	0
1530	93.6116	93.4835	1.45171	0
1531	93.6119	93.4835	1.45171	0
1532	93.6122	93.4835	1.4517	0
1533	93.6124	93.4835	1.4517	0
1534	93.6127	93.4835	1.4517	0
1535	93.613	93.4835	1.4517	0
1536	93.6133	93.4835	1.4517	0
1537	93.6135	93.4836	1.4517	0
1538	93.6138	93.4836	1.45169	0
1539	93.6141	93.4836	1.45169	0
1540	93.6144	93.4836	1.45169	0
1541	93.6146	93.4836	1.45169	0
1542	93.6149	93.4836	1.45169	0
1543	93.6152	93.4836	1.45168	0
1544	93.6154	93.4836	1.45168	0
1545	93.6157	93.4836	1.45168	0
1546	93.616	93.4836	1.45168	0
1547	93.6162	93.4836	1.45168	0
1548	93.6165	93.4836	1.45168	0
1549	93.6168	93.4836	1.45167	0
1550	93.6171	93.4836	1.45167	0
1551	93.6173	93.4836	1.45167	0
1552	93.6176	93.4836	1.45167	0
1553	93.6179	93.4836	1.45167	0
1554	93.6182	93.4836	1.45166	0
1555	93.6184	93.4836	1.45166	0
1556	93.6187	93.4836	1.45166	0
1557	93.619	93.4836	1.45166	0
1558	93.6192	93.4836	1.45166	0
1559	93.6195	93.4836	1.45166	0
1560	93.6198	93.4836	1.45165	0
1561	93.6201	93.4836	1.45165	0
1562	93.6203	93.4836	1.45165	0
1563	93.6206	93.4836	1.45165	0
1564	93.6209	93.4836	1.45165	0
1565	93.6212	93.4836	1.45165	0
1566	93.6214	93.4836	1.45164	0
1567	93.6217	93.4836	1.45164	0
1568	93.622	93.4836	1.45164	0
1569	93.6222	93.4836	1.45164	0
1570	93.6225	93.4836	1.45164	0
1571	93.6228	93.4836	1.45163	0
1572	93.6231	93.4836	1.45163	0
1573	93.6234	93.4836	1.45163	0
1574	93.6236	93.4836	1.45163	0
1575	93.6239	93.4836	1.45163	0
1576	93.6242	93.4836	1.45163	0
1577	93.6244	93.4836	1.45162	0
1578	93.6247	93.4836	1.45162	0
1579	93.625	93.4836	1.45162	0
1580	93.6253	93.4836	1.45162	0
1581	93.6256	93.4836	1.45162	0
1582	93.6258	93.4835	1.45162	0
1583	93.6261	93.4835	1.45161	0
1584	93.6264	93.4835	1.45161	0
1585	93.6266	93.4835	1.45161	0
1586	93.6269	93.4835	1.45161	0
1587	93.6272	93.4835	1.45161	0
1588	93.6275	93.4835	1.45161	0
1589	93.6278	93.4835	1.4516	0
1590	93.628	93.4835	1.4516	0
1591	93.6283	93.4835	1.4516	0
1592	93.6286	93.4834	1.4516	0
1593	93.6289	93.4834	1.4516	0
1594	93.6291	93.4834	1.4516	0
1595	93.6294	93.4834	1.45159	0
1596	93.6297	93.4834	1.45159	0
1597	93.63	93.4834	1.45159	0
1598	93.6302	93.4834	1.45159	0
1599	93.6305	93.4834	1.45159	0
1600	93.6308	93.4834	1.45159	0
1601	93.6311	93.4833	1.45159	0
1602	93.6313	93.4833	1.45158	0
1603	93.6316	93.4833	1.45158	0
1604	93.6319	93.4833	1.45158	0
1605	93.6322	93.4833	1.45158	0
1606	93.6325	93.4833	1.45158	0
1607	93.6327	93.4833	1.45158	0
1608	93.633	93.4832	1.45157	0
1609	93.6333	93.4832	1.45157	0
1610	93.6336	93.4832	1.45157	0
1611	93.6338	93.4832	1.45157	0
1612	93.6341	93.4832	1.45157	0
1613	93.6344	93.4832	1.45157	0
1614	93.6347	93.4831	1.45156	0
1615	93.635	93.4831	1.45156	0
1616	93.6352	93.4831	1.45156	0
1617	93.6355	93.4831	1.45156	0
1618	93.6358	93.4831	1.45156	0
1619	93.6361	93.4831	1.45156	0
1620	93.6363	93.483	1.45155	0
1621	93.6366	93.483	1.45155	0
1622	93.6369	93.483	1.45155	0
1623	93.6372	93.483	1.45155	0
1624	93.6375	93.483	1.45155	0
1625	93.6377	93.4829	1.45155	0
1626	93.638	93.4829	1.45155	0
1627	93.6383	93.4829	1.45154	0
1628	93.6386	93.4829	1.45154	0
1629	93.6389	93.4829	1.45154	0
1630	93.6392	93.4828	1.45154	0
1631	93.6394	93.4828	1.45154	0
1632	93.6397	93.4828	1.45154	0
1633	93.64	93.4828	1.45153	0
1634	93.6403	93.4828	1.45153	0
1635	93.6406	93.4827	1.45153	0
1636	93.6408	93.4827	1.45153	0
