Wavelength(nm)	Transmittance_Experimental(%)	Transmittance_Fit(%)	Refractive_index	Extintion_coefficient
824.8	92.803	93.5492	1	0
825.54	92.593	93.5502	1	0
826.29	93.52	93.5512	1	0
827.03	92.513	93.5522	1	0
827.77	92.985	93.5531	1	0
828.51	92.215	93.5541	1	0
829.25	92.92	93.5551	1	0
830	92.541	93.5561	1	0
830.74	92.087	93.557	1	0
831.48	92.561	93.558	1	0
832.22	92.835	93.559	1	0
832.96	93.084	93.5599	1	0
833.7	93.056	93.5609	1	0
834.44	92.611	93.5618	1	0
835.19	92.89	93.5628	1	0
835.93	93.137	93.5637	1	0
836.67	93.265	93.5647	1	0
837.41	92.522	93.5656	1	0
838.15	93.101	93.5666	1	0
838.89	92.946	93.5675	1	0
839.63	93.147	93.5684	1	0
840.37	92.842	93.5694	1	0
841.11	93.274	93.5703	1	0
841.85	92.278	93.5712	1	0
842.59	92.762	93.5721	1	0
843.33	93.184	93.5731	1	0
844.07	92.835	93.574	1	0
844.81	93.266	93.5749	1	0
845.55	93.888	93.5758	1	0
846.29	93.304	93.5767	1	0
847.03	92.679	93.5776	1	0
847.77	93.279	93.5785	1	0
848.51	93.161	93.5794	1	0
849.25	92.496	93.5803	1	0
849.99	92.804	93.5812	1	0
850.73	93.027	93.5821	1	0
851.47	92.624	93.583	1	0
852.21	93.081	93.5839	1	0
852.95	92.798	93.5848	1	0
853.69	92.766	93.5857	1	0
854.43	92.596	93.5865	1	0
855.17	92.88	93.5874	1	0
855.9	92.766	93.5883	1	0
856.64	93.472	93.5892	1	0
857.38	93.264	93.59	1	0
858.12	92.858	93.5909	1	0
858.86	93.208	93.5918	1	0
859.6	92.832	93.5926	1	0
860.34	93.249	93.5935	1	0
861.07	92.935	93.5943	1	0
861.81	92.887	93.5952	1	0
862.55	93.217	93.5961	1	0
863.29	93.083	93.5969	1	0
864.03	92.907	93.5978	1	0
864.76	93.177	93.5986	1	0
865.5	92.762	93.5994	1	0
866.24	93.17	93.6003	1	0
866.98	93.044	93.6011	1	0
867.72	93.363	93.602	1	0
868.45	92.757	93.6028	1	0
869.19	92.644	93.6036	1	0
869.93	92.775	93.6045	1	0
870.67	92.562	93.6053	1	0
871.4	92.889	93.6061	1	0
872.14	92.451	93.6069	1	0
872.88	92.865	93.6077	1	0
873.61	92.27	93.6086	1	0
874.35	93.088	93.6094	1	0
875.09	93.357	93.6102	1	0
875.82	93.054	93.611	1	0
876.56	92.226	93.6118	1	0
877.3	94.102	93.6126	1	0
878.03	93.002	93.6134	1	0
878.77	93.364	93.6142	1	0
879.51	93.81	93.615	1	0
880.24	93.084	93.6158	1	0
880.98	93.771	93.6166	1	0
881.71	92.703	93.6174	1	0
882.45	93.567	93.6182	1	0
883.19	92.654	93.619	1	0
883.92	93.318	93.6198	1	0
884.66	92.671	93.6205	1	0
885.39	93.495	93.6213	1	0
886.13	92.94	93.6221	1	0
886.86	93.255	93.6229	1	0
887.6	93.194	93.6237	1	0
888.34	93.261	93.6244	1	0
889.07	92.842	93.6252	1	0
889.81	93.043	93.626	1	0
890.54	93.873	93.6267	1	0
891.28	93.004	93.6275	1	0
892.01	93.36	93.6283	1	0
892.75	93.038	93.629	1	0
893.48	93.43	93.6298	1	0
894.22	93.211	93.6305	1	0
894.95	92.643	93.6313	1	0
895.68	93.235	93.632	1	0
896.42	93.644	93.6328	1	0
897.15	92.68	93.6335	1	0
897.89	92.814	93.6343	1	0
898.62	92.852	93.635	1	0
899.36	93.646	93.6358	1	0
900.09	92.844	93.6365	1	0
900.82	92.682	93.6372	1	0
901.56	91.334	93.638	1	0
902.29	92.995	93.6387	1	0
903.03	92.957	93.6394	1	0
903.76	93.307	93.6402	1	0
904.49	92.676	93.6409	1	0
905.23	93.243	93.6416	1	0
905.96	93.706	93.6423	1	0
906.69	93.291	93.6431	1	0
907.43	92.504	93.6438	1	0
908.16	93.607	93.6445	1	0
908.89	93.375	93.6452	1	0
909.62	92.942	93.6459	1	0
910.36	93.299	93.6466	1	0
911.09	92.514	93.6473	1	0
911.82	92.689	93.6481	1	0
912.56	93.654	93.6488	1	0
913.29	93.789	93.6495	1	0
914.02	92.68	93.6502	1	0
914.75	92.387	93.6509	1	0
915.49	93.03	93.6516	1	0
916.22	93.085	93.6523	1	0
916.95	93.91	93.653	1	0
917.68	92.955	93.6536	1	0
918.41	93.213	93.6543	1	0
919.15	92.981	93.655	1	0
919.88	92.746	93.6557	1	0
920.61	92.192	93.6564	1	0
921.34	92.35	93.6571	1	0
922.07	93.551	93.6578	1	0
922.8	92.978	93.6584	1	0
923.54	93.072	93.6591	1	0
924.27	92.747	93.6598	1	0
925	94.017	93.6605	1	0
925.73	93.342	93.6611	1	0
926.46	93.142	93.6618	1	0
927.19	91.758	93.6625	1	0
927.92	92.705	93.6632	1	0
928.65	93.597	93.6638	1	0
929.38	93.284	93.6645	1	0
930.11	93.585	93.6651	1	0
930.85	92.453	93.6658	1	0
931.58	91.989	93.6665	1	0
932.31	93.193	93.6671	1	0
933.04	92.224	93.6678	1	0
933.77	92.391	93.6684	1	0
934.5	92.885	93.6691	1	0
935.23	93.27	93.6697	1	0
935.96	92.456	93.6704	1	0
936.69	93.022	93.671	1	0
937.42	93.337	93.6717	1	0
938.15	93.055	93.6723	1	0
938.88	93.691	93.673	1	0
939.61	93.322	93.6736	1	0
940.34	92.595	93.6742	1	0
941.06	93.324	93.6749	1	0
941.79	92.299	93.6755	1	0
942.52	92.89	93.6761	1	0
943.25	93.461	93.6768	1	0
943.98	93.247	93.6774	1	0
944.71	93.318	93.678	1	0
945.44	92.494	93.6787	1	0
946.17	92.907	93.6793	1	0
946.9	92.386	93.6799	1	0
947.63	92.953	93.6805	1	0
948.35	92.157	93.6811	1	0
949.08	93.465	93.6818	1	0
949.81	92.699	93.6824	1	0
950.54	92.464	93.683	1	0
951.27	93.03	93.6836	1	0
952	92.74	93.6842	1	0
952.72	93.336	93.6848	1	0
953.45	93.357	93.6855	1	0
954.18	93.503	93.6861	1	0
954.91	93.078	93.6867	1	0
955.64	93.173	93.6873	1	0
956.36	92.117	93.6879	1	0
957.09	92.469	93.6885	1	0
957.82	93.548	93.6891	1	0
958.55	93.005	93.6897	1	0
959.27	93.162	93.6903	1	0
960	92.325	93.6909	1	0
960.73	92.675	93.6915	1	0
961.45	92.553	93.6921	1	0
962.18	92.801	93.6926	1	0
962.91	93.437	93.6932	1	0
963.64	92.764	93.6938	1	0
964.36	92.928	93.6944	1	0
965.09	91.68	93.695	1	0
965.82	92.849	93.6956	1	0
966.54	93.044	93.6962	1	0
967.27	92.385	93.6967	1	0
968	93.539	93.6973	1	0
968.72	91.848	93.6979	1	0
969.45	93.246	93.6985	1	0
970.17	92.754	93.699	1	0
970.9	93.987	93.6996	1	0
971.63	92.417	93.7002	1	0
972.35	93.401	93.7008	1	0
973.08	93.584	93.7013	1	0
973.8	93.13	93.7019	1	0
974.53	92.231	93.7025	1	0
975.25	93.6	93.703	1	0
975.98	93.333	93.7036	1	0
976.7	92.575	93.7042	1	0
977.43	92.684	93.7047	1	0
978.16	92.582	93.7053	1	0
978.88	92.978	93.7058	1	0
979.61	92.357	93.7064	1	0
980.33	93.59	93.707	1	0
981.06	-125	93.7075	1	0
981.78	-100	93.7081	1	0
982.5	-166.666	93.7086	1	0
983.23	-33.333	93.7092	1	0
983.95	72.727	93.7097	1	0
984.68	110	93.7103	1	0
985.4	50	93.7108	1	0
986.13	71.429	93.7114	1	0
986.85	84.615	93.7119	1	0
987.57	20	93.7124	1	0
988.3	91.916	93.713	1	0
989.02	92.825	93.7135	1	0
989.75	92.007	93.7141	1	0
990.47	93.192	93.7146	1	0
991.19	92.798	93.7151	1	0
991.92	92.878	93.7157	1	0
992.64	266.666	93.7162	1	0
993.36	150	93.7167	1	0
994.09	-50	93.7173	1	0
994.81	75	93.7178	1	0
