Wavelength(nm)	Transmittance_Experimental(%)	Transmittance_Fit(%)	Refractive_index	Extintion_coefficient
735.93	93.403	93.0479	1.46446	0
736.68	93.484	93.0484	1.46444	0
737.43	92.542	93.0489	1.46442	0
738.18	93.178	93.0495	1.4644	0
738.93	93.187	93.05	1.46438	0
739.68	93.01	93.0505	1.46436	0
740.43	93.35	93.0511	1.46434	0
741.18	92.613	93.0516	1.46432	0
741.94	93.278	93.0521	1.4643	0
742.69	92.438	93.0527	1.46428	0
743.44	93.23	93.0533	1.46426	0
744.19	93.712	93.0538	1.46424	0
744.94	93.595	93.0544	1.46422	0
745.69	92.797	93.055	1.4642	0
746.44	92.906	93.0556	1.46419	0
747.19	92.581	93.0561	1.46417	0
747.94	93.03	93.0567	1.46415	0
748.69	93.526	93.0573	1.46413	0
749.44	92.739	93.0579	1.46411	0
750.19	92.72	93.0585	1.46409	0
750.94	93.01	93.0592	1.46407	0
751.69	93.491	93.0598	1.46405	0
752.44	93.093	93.0604	1.46403	0
753.19	93.449	93.061	1.46402	0
753.94	92.99	93.0617	1.464	0
754.69	92.968	93.0623	1.46398	0
755.44	93.03	93.0629	1.46396	0
756.19	92.845	93.0636	1.46394	0
756.94	93.142	93.0642	1.46392	0
757.69	93.46	93.0649	1.46391	0
758.44	92.791	93.0655	1.46389	0
759.18	93.42	93.0662	1.46387	0
759.93	93.075	93.0669	1.46385	0
760.68	93.137	93.0675	1.46383	0
761.43	93.314	93.0682	1.46382	0
762.18	93.941	93.0689	1.4638	0
762.93	92.385	93.0696	1.46378	0
763.68	92.602	93.0703	1.46376	0
764.43	92.815	93.071	1.46374	0
765.18	92.875	93.0716	1.46373	0
765.92	93.055	93.0723	1.46371	0
766.67	93.436	93.073	1.46369	0
767.42	93.161	93.0737	1.46367	0
768.17	93.372	93.0745	1.46366	0
768.92	92.755	93.0752	1.46364	0
769.66	93.386	93.0759	1.46362	0
770.41	92.617	93.0766	1.4636	0
771.16	92.376	93.0773	1.46359	0
771.91	92.97	93.078	1.46357	0
772.66	93.722	93.0788	1.46355	0
773.4	92.896	93.0795	1.46354	0
774.15	93.474	93.0802	1.46352	0
774.9	93.376	93.081	1.4635	0
775.65	92.813	93.0817	1.46348	0
776.39	93.239	93.0824	1.46347	0
777.14	92.675	93.0832	1.46345	0
777.89	93.189	93.0839	1.46343	0
778.64	92.529	93.0847	1.46342	0
779.38	92.984	93.0854	1.4634	0
780.13	93.271	93.0862	1.46338	0
780.88	93.019	93.087	1.46337	0
781.62	93.443	93.0877	1.46335	0
782.37	93.031	93.0885	1.46333	0
783.12	93.047	93.0892	1.46332	0
783.86	92.882	93.09	1.4633	0
784.61	92.915	93.0908	1.46329	0
785.36	92.755	93.0915	1.46327	0
786.1	92.924	93.0923	1.46325	0
786.85	92.546	93.0931	1.46324	0
787.59	93.47	93.0938	1.46322	0
788.34	93.156	93.0946	1.4632	0
789.09	93.455	93.0954	1.46319	0
789.83	92.27	93.0962	1.46317	0
790.58	92.867	93.097	1.46316	0
791.32	93.164	93.0977	1.46314	0
792.07	92.9	93.0985	1.46313	0
792.82	93.189	93.0993	1.46311	0
793.56	92.689	93.1001	1.46309	0
794.31	92.627	93.1009	1.46308	0
795.05	92.707	93.1017	1.46306	0
795.8	93.427	93.1024	1.46305	0
796.54	93.11	93.1032	1.46303	0
797.29	93.481	93.104	1.46302	0
798.03	93.004	93.1048	1.463	0
798.78	92.827	93.1056	1.46298	0
799.52	92.617	93.1064	1.46297	0
800.27	92.804	93.1072	1.46295	0
801.01	93.353	93.108	1.46294	0
801.76	93.048	93.1088	1.46292	0
802.5	93.008	93.1096	1.46291	0
803.25	93.251	93.1104	1.46289	0
803.99	93.367	93.1112	1.46288	0
804.73	93.004	93.1119	1.46286	0
805.48	92.894	93.1127	1.46285	0
806.22	93.082	93.1135	1.46283	0
806.97	93.527	93.1143	1.46282	0
807.71	93.598	93.1151	1.4628	0
808.46	93.36	93.1159	1.46279	0
809.2	93.319	93.1167	1.46277	0
809.94	92.1	93.1175	1.46276	0
810.69	92.746	93.1183	1.46274	0
811.43	93.145	93.1191	1.46273	0
812.17	93.063	93.1199	1.46272	0
812.92	93.011	93.1207	1.4627	0
813.66	92.21	93.1215	1.46269	0
814.4	93.117	93.1223	1.46267	0
815.15	93.365	93.1231	1.46266	0
815.89	92.585	93.1239	1.46264	0
816.63	93.283	93.1246	1.46263	0
817.38	93.158	93.1254	1.46261	0
818.12	93.028	93.1262	1.4626	0
818.86	92.327	93.127	1.46259	0
819.61	92.909	93.1278	1.46257	0
820.35	93.349	93.1286	1.46256	0
821.09	93.031	93.1294	1.46254	0
821.83	92.917	93.1302	1.46253	0
822.58	92.456	93.131	1.46251	0
823.32	92.821	93.1317	1.4625	0
824.06	92.956	93.1325	1.46249	0
824.8	92.803	93.1333	1.46247	0
825.54	92.593	93.1341	1.46246	0
826.29	93.52	93.1349	1.46245	0
827.03	92.513	93.1356	1.46243	0
827.77	92.985	93.1364	1.46242	0
828.51	92.215	93.1372	1.4624	0
829.25	92.92	93.138	1.46239	0
830	92.541	93.1387	1.46238	0
830.74	92.087	93.1395	1.46236	0
831.48	92.561	93.1403	1.46235	0
832.22	92.835	93.141	1.46234	0
832.96	93.084	93.1418	1.46232	0
833.7	93.056	93.1426	1.46231	0
834.44	92.611	93.1433	1.4623	0
835.19	92.89	93.1441	1.46228	0
835.93	93.137	93.1449	1.46227	0
836.67	93.265	93.1456	1.46226	0
837.41	92.522	93.1464	1.46224	0
838.15	93.101	93.1471	1.46223	0
838.89	92.946	93.1479	1.46222	0
839.63	93.147	93.1486	1.4622	0
840.37	92.842	93.1494	1.46219	0
841.11	93.274	93.1501	1.46218	0
841.85	92.278	93.1509	1.46216	0
842.59	92.762	93.1516	1.46215	0
843.33	93.184	93.1523	1.46214	0
844.07	92.835	93.1531	1.46212	0
844.81	93.266	93.1538	1.46211	0
845.55	93.888	93.1546	1.4621	0
846.29	93.304	93.1553	1.46209	0
847.03	92.679	93.156	1.46207	0
847.77	93.279	93.1567	1.46206	0
848.51	93.161	93.1575	1.46205	0
849.25	92.496	93.1582	1.46204	0
849.99	92.804	93.1589	1.46202	0
850.73	93.027	93.1596	1.46201	0
851.47	92.624	93.1603	1.462	0
852.21	93.081	93.1611	1.46199	0
852.95	92.798	93.1618	1.46197	0
853.69	92.766	93.1625	1.46196	0
854.43	92.596	93.1632	1.46195	0
855.17	92.88	93.1639	1.46194	0
855.9	92.766	93.1646	1.46192	0
856.64	93.472	93.1653	1.46191	0
857.38	93.264	93.166	1.4619	0
858.12	92.858	93.1667	1.46189	0
858.86	93.208	93.1674	1.46187	0
859.6	92.832	93.168	1.46186	0
860.34	93.249	93.1687	1.46185	0
861.07	92.935	93.1694	1.46184	0
861.81	92.887	93.1701	1.46183	0
862.55	93.217	93.1708	1.46181	0
863.29	93.083	93.1714	1.4618	0
864.03	92.907	93.1721	1.46179	0
864.76	93.177	93.1728	1.46178	0
865.5	92.762	93.1734	1.46177	0
866.24	93.17	93.1741	1.46175	0
866.98	93.044	93.1747	1.46174	0
867.72	93.363	93.1754	1.46173	0
868.45	92.757	93.1761	1.46172	0
869.19	92.644	93.1767	1.46171	0
869.93	92.775	93.1774	1.46169	0
870.67	92.562	93.178	1.46168	0
871.4	92.889	93.1786	1.46167	0
872.14	92.451	93.1793	1.46166	0
872.88	92.865	93.1799	1.46165	0
873.61	92.27	93.1805	1.46164	0
874.35	93.088	93.1812	1.46162	0
875.09	93.357	93.1818	1.46161	0
875.82	93.054	93.1824	1.4616	0
876.56	92.226	93.183	1.46159	0
877.3	94.102	93.1836	1.46158	0
878.03	93.002	93.1843	1.46157	0
878.77	93.364	93.1849	1.46156	0
879.51	93.81	93.1855	1.46154	0
880.24	93.084	93.1861	1.46153	0
880.98	93.771	93.1867	1.46152	0
881.71	92.703	93.1873	1.46151	0
882.45	93.567	93.1879	1.4615	0
883.19	92.654	93.1885	1.46149	0
883.92	93.318	93.189	1.46148	0
884.66	92.671	93.1896	1.46147	0
885.39	93.495	93.1902	1.46146	0
886.13	92.94	93.1908	1.46144	0
886.86	93.255	93.1913	1.46143	0
887.6	93.194	93.1919	1.46142	0
888.34	93.261	93.1925	1.46141	0
889.07	92.842	93.193	1.4614	0
889.81	93.043	93.1936	1.46139	0
890.54	93.873	93.1942	1.46138	0
891.28	93.004	93.1947	1.46137	0
892.01	93.36	93.1953	1.46136	0
892.75	93.038	93.1958	1.46135	0
893.48	93.43	93.1964	1.46133	0
894.22	93.211	93.1969	1.46132	0
894.95	92.643	93.1974	1.46131	0
895.68	93.235	93.198	1.4613	0
896.42	93.644	93.1985	1.46129	0
897.15	92.68	93.199	1.46128	0
897.89	92.814	93.1995	1.46127	0
898.62	92.852	93.2001	1.46126	0
899.36	93.646	93.2006	1.46125	0
900.09	92.844	93.2011	1.46124	0
900.82	92.682	93.2016	1.46123	0
901.56	91.334	93.2021	1.46122	0
902.29	92.995	93.2026	1.46121	0
903.03	92.957	93.2031	1.4612	0
903.76	93.307	93.2036	1.46119	0
904.49	92.676	93.2041	1.46118	0
905.23	93.243	93.2046	1.46117	0
905.96	93.706	93.2051	1.46116	0
906.69	93.291	93.2055	1.46115	0
907.43	92.504	93.206	1.46114	0
908.16	93.607	93.2065	1.46113	0
908.89	93.375	93.207	1.46112	0
909.62	92.942	93.2074	1.4611	0
910.36	93.299	93.2079	1.46109	0
911.09	92.514	93.2084	1.46108	0
911.82	92.689	93.2088	1.46107	0
912.56	93.654	93.2093	1.46106	0
913.29	93.789	93.2097	1.46105	0
914.02	92.68	93.2102	1.46104	0
914.75	92.387	93.2106	1.46103	0
915.49	93.03	93.2111	1.46102	0
916.22	93.085	93.2115	1.46101	0
916.95	93.91	93.2119	1.461	0
917.68	92.955	93.2124	1.46099	0
918.41	93.213	93.2128	1.46098	0
919.15	92.981	93.2132	1.46097	0
919.88	92.746	93.2136	1.46096	0
920.61	92.192	93.2141	1.46096	0
921.34	92.35	93.2145	1.46095	0
922.07	93.551	93.2149	1.46094	0
922.8	92.978	93.2153	1.46093	0
923.54	93.072	93.2157	1.46092	0
924.27	92.747	93.2161	1.46091	0
925	94.017	93.2165	1.4609	0
925.73	93.342	93.2169	1.46089	0
926.46	93.142	93.2173	1.46088	0
927.19	91.758	93.2177	1.46087	0
927.92	92.705	93.218	1.46086	0
928.65	93.597	93.2184	1.46085	0
929.38	93.284	93.2188	1.46084	0
930.11	93.585	93.2192	1.46083	0
930.85	92.453	93.2195	1.46082	0
931.58	91.989	93.2199	1.46081	0
932.31	93.193	93.2203	1.4608	0
933.04	92.224	93.2206	1.46079	0
933.77	92.391	93.221	1.46078	0
934.5	92.885	93.2213	1.46077	0
935.23	93.27	93.2217	1.46076	0
935.96	92.456	93.222	1.46076	0
936.69	93.022	93.2224	1.46075	0
937.42	93.337	93.2227	1.46074	0
938.15	93.055	93.2231	1.46073	0
938.88	93.691	93.2234	1.46072	0
939.61	93.322	93.2237	1.46071	0
940.34	92.595	93.224	1.4607	0
941.06	93.324	93.2244	1.46069	0
941.79	92.299	93.2247	1.46068	0
942.52	92.89	93.225	1.46067	0
943.25	93.461	93.2253	1.46066	0
943.98	93.247	93.2256	1.46065	0
944.71	93.318	93.2259	1.46065	0
945.44	92.494	93.2262	1.46064	0
946.17	92.907	93.2265	1.46063	0
946.9	92.386	93.2268	1.46062	0
947.63	92.953	93.2271	1.46061	0
948.35	92.157	93.2274	1.4606	0
949.08	93.465	93.2277	1.46059	0
949.81	92.699	93.228	1.46058	0
950.54	92.464	93.2283	1.46057	0
951.27	93.03	93.2286	1.46057	0
952	92.74	93.2288	1.46056	0
952.72	93.336	93.2291	1.46055	0
953.45	93.357	93.2294	1.46054	0
954.18	93.503	93.2297	1.46053	0
954.91	93.078	93.2299	1.46052	0
955.64	93.173	93.2302	1.46051	0
956.36	92.117	93.2304	1.4605	0
957.09	92.469	93.2307	1.4605	0
957.82	93.548	93.2309	1.46049	0
958.55	93.005	93.2312	1.46048	0
959.27	93.162	93.2314	1.46047	0
960	92.325	93.2317	1.46046	0
960.73	92.675	93.2319	1.46045	0
961.45	92.553	93.2322	1.46044	0
962.18	92.801	93.2324	1.46044	0
962.91	93.437	93.2326	1.46043	0
963.64	92.764	93.2329	1.46042	0
964.36	92.928	93.2331	1.46041	0
965.09	91.68	93.2333	1.4604	0
965.82	92.849	93.2335	1.46039	0
966.54	93.044	93.2337	1.46038	0
967.27	92.385	93.234	1.46038	0
968	93.539	93.2342	1.46037	0
968.72	91.848	93.2344	1.46036	0
969.45	93.246	93.2346	1.46035	0
970.17	92.754	93.2348	1.46034	0
970.9	93.987	93.235	1.46034	0
971.63	92.417	93.2352	1.46033	0
972.35	93.401	93.2354	1.46032	0
973.08	93.584	93.2356	1.46031	0
973.8	93.13	93.2358	1.4603	0
974.53	92.231	93.2359	1.46029	0
975.25	93.6	93.2361	1.46029	0
975.98	93.333	93.2363	1.46028	0
976.7	92.575	93.2365	1.46027	0
977.43	92.684	93.2367	1.46026	0
978.16	92.582	93.2368	1.46025	0
978.88	92.978	93.237	1.46025	0
979.61	92.357	93.2372	1.46024	0
980.33	93.59	93.2373	1.46023	0
981.06	-125	93.2375	1.46022	0
981.78	-100	93.2377	1.46021	0
982.5	-166.666	93.2378	1.46021	0
983.23	-33.333	93.238	1.4602	0
983.95	72.727	93.2381	1.46019	0
984.68	110	93.2383	1.46018	0
985.4	50	93.2384	1.46017	0
986.13	71.429	93.2386	1.46017	0
986.85	84.615	93.2387	1.46016	0
987.57	20	93.2388	1.46015	0
988.3	91.916	93.239	1.46014	0
989.02	92.825	93.2391	1.46013	0
989.75	92.007	93.2393	1.46013	0
990.47	93.192	93.2394	1.46012	0
991.19	92.798	93.2395	1.46011	0
991.92	92.878	93.2396	1.4601	0
992.64	266.666	93.2398	1.4601	0
993.36	150	93.2399	1.46009	0
994.09	-50	93.24	1.46008	0
994.81	75	93.2401	1.46007	0
